0.07224602531, 1.976341867, 44.29062728, 0.729481227, 1.68386064, 882.592042, 0.8952407257, 299.0575334, 3.289785772, 3
0.06683339994, 1.949967719, 49.563676, 0.7374332401, 1.661409229, 811.7578629, 0.8805001998, 275.5559593, 3.3337495, 3
0.12398996, 1.445164993, 35.81704149, 0.7139877388, 1.226953176, 1119.736327, 0.9131772546, 516.4839858, 3.198350067, 4
0.1125495717, 1.464419612, 38.58143651, 0.7171780546, 1.243278133, 1025.084343, 0.9086910505, 468.4845435, 3.216544748, 4
0.07157270063, 1.606724654, 62.56961565, 0.7458328533, 1.364315956, 686.9792472, 0.8625386425, 294.3275695, 3.379504848, 4
0.07183162311, 1.628428596, 56.52660143, 0.7368452482, 1.382367368, 722.2882076, 0.8796938602, 297.3378498, 3.327687133, 4
0.07793470543, 1.612893477, 51.47861258, 0.7303722821, 1.369051552, 780.9517747, 0.8907903735, 323.7549492, 3.290698755, 4
0.1276742655, 1.535222315, 36.68422285, 0.7124912057, 1.303050653, 1205.198681, 0.9178697062, 533.2583061, 3.188521175, 4
0.09755475125, 1.578895611, 43.83399315, 0.7209246697, 1.340097656, 951.9959718, 0.9058219005, 406.7924895, 3.236712398, 4
0.09121586664, 1.536361075, 51.62983809, 0.7329328637, 1.304506914, 845.9071193, 0.8830613532, 377.6321843, 3.306209453, 4
0.2970964212, 1.502141635, 15.50412785, 0.68401897, 1.275309514, 2809.392211, 0.9604963631, 1240.132791, 3.024846669, 4
0.2908377992, 1.499555737, 15.94552935, 0.6847310288, 1.273098384, 2746.908677, 0.9593720597, 1214.100671, 3.028969114, 4
0.08881678219, 1.573311235, 45.57493115, 0.7234602635, 1.335417199, 868.1128818, 0.9017108183, 369.8538625, 3.251445909, 4
0.1717214339, 1.453120239, 25.89540377, 0.7002468599, 1.233462014, 1565.070978, 0.934873379, 717.9541977, 3.11879761, 4
0.1393522758, 1.447725379, 32.62377466, 0.7095652539, 1.229048038, 1263.066733, 0.9201601254, 581.3269243, 3.172746207, 4
0.1277629925, 1.535093661, 36.66316085, 0.7124663621, 1.302941519, 1205.944573, 0.917905197, 533.6308528, 3.188379212, 4
0.06390780155, 1.648598323, 63.08056232, 0.7452493014, 1.399655706, 646.1234743, 0.8652869119, 263.0397083, 3.375710294, 4
0.182825358, 1.6, 33.11260125, 0.7002293398, 1.349, 1831.822021, 0.9399650716, 572.4442558, 3.114167656, 5
0.1557326145, 1.6, 26.69354799, 0.6910240663, 1.349, 1567.372887, 0.9546345783, 489.8039434, 3.062803042, 5
0.1652038554, 1.597429371, 24.35130756, 0.6880875738, 1.346824852, 1661.318433, 0.9583521609, 519.4507838, 3.046261789, 5
